,Text
454,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Polpette di pane ### Output:{'ingredients': '[\'Pane raffermo\', \'Latte intero\', \'Uova\', \'Grana Padano DOP\', \'Prezzemolo\', ""Olio extravergine d\'oliva"", \'Aglio\', \'Sale fino\', \'Uova\', \'Pangrattato\', \'Sale fino\', \'Olio di semi di arachide\']', 'description': '""Polpette di Pane"" are delicious bread balls made from soaked stale bread, whole milk, eggs, Grana Padano DOP cheese, parsley, extra virgin olive oil, garlic, and fine salt. They are coated with breadcrumbs and fried in peanut oil, resulting in a delightful crunchy texture on the outside, and a soft, flavorful interior.', 'allergen': ""['Cereals', 'Egg', 'Latte', 'Sesame seeds']"", 'Additional_information': ""['Vegetarian']""}"
455,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Lasagne vegetariane ### Output:{'ingredients': '[\'Farina 00\', \'Uova\', \'Latte intero\', \'Farina 00\', \'Burro\', \'Sale fino\', \'Noce moscata\', \'Pepe nero\', \'Funghi champignon\', \'Zucchine\', \'Carote\', \'Cipolle rosse\', \'Broccoli\', \'Pomodorini datterini\', \'Parmigiano Reggiano DOP\', \'Timo\', ""Olio extravergine d\'oliva"", \'Pepe nero\', \'Sale fino\']', 'description': '""Lasagne Vegetariane"" is a vegetarian lasagna dish made with Italian ""Farina 00"" flour, eggs, whole milk, and butter. It also includes fine salt, nutmeg, black pepper, champignon mushrooms, zucchini, carrots, red onions, broccoli, datterini tomatoes, Parmigiano Reggiano DOP cheese, thyme, extra virgin olive oil, and additional black pepper and fine salt.', 'allergen': ""['Egg', 'Latte']"", 'Additional_information': ""['Vegetarian']""}"
456,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Involtini di pesce spada ### Output:{'ingredients': '[\'Pesce spada\', \'Basilico\', \'Pomodori ramati\', \'Peperoncino in polvere\', \'Aglio\', \'Basilico\', \'Olive verdi\', \'Capperi sotto sale\', \'Pangrattato\', \'Pomodori ramati\', ""Olio extravergine d\'oliva"", \'Sale fino\']', 'description': '""Involtini di Pesce Spada"" are rolls made with swordfish, featuring fresh basil, ripe plum tomatoes, and a hint of spicy crushed red pepper. Garlic, green olives, and capers add depth, while dry breadcrumbs and olive oil provide a satisfying crunch and richness. A sprinkle of salt brings out all the flavors in this delectable dish.', 'allergen': ""['Fish']"", 'Additional_information': ""['Spicy']""}"
457,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Torta all'acqua ### Output:{'ingredients': ""['Acqua', 'Farina 00', 'Zucchero', 'Lievito in polvere per dolci', 'Olio di semi', 'Baccello di vaniglia']"", 'description': '""Torta all\'acqua"" is a light and simple cake made primarily with flour, sugar, and yeast, with the addition of oil, water, and vanilla beans for flavor. This Italian specialty is known for its unique preparation using water as a main ingredient, instead of the more common milk or butter found in many other cake recipes. The result is a delicate and moist crumb, making it a perfect choice for a variety of occasions.', 'allergen': ""['Cereals']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
458,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Tortino di patate ### Output:{'ingredients': '[\'Patate\', \'Salmone affumicato\', \'Aglio\', \'Uova\', \'Erba cipollina\', \'Prezzemolo\', \'Rosmarino\', \'Salvia\', \'Burro\', \'Pangrattato\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Pepe nero\']', 'description': '""Tortino di patate"" is a dish made from potatoes, smoked salmon, garlic, eggs, chives, parsley, rosemary, sage, butter, breadcrumbs, extra virgin olive oil, fine salt, and black pepper.', 'allergen': ""['Egg', 'Fish', 'Celery']"", 'Additional_information': ""['Spicy', 'Vegan', 'Vegetarian']""}"
459,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Crema di limoncello ### Output:{'ingredients': ""['Scorza di limone', 'Alcol puro', 'Panna fresca liquida', 'Latte intero', 'Baccello di vaniglia', 'Zucchero']"", 'description': '""Crema di Limoncello"" is a creamy Italian liqueur made using the zest of lemon, pure alcohol, liquid heavy cream, whole milk, vanilla bean, and sugar. The combination of these ingredients creates a rich and velvety drink with a pronounced lemon flavor and a subtle hint of vanilla. Typically served chilled, it\'s a delightful way to finish off a meal.', 'allergen': ""['Latte']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
460,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Rustici leccesi ### Output:{'ingredients': '[\'Pasta Sfoglia\', \'Passata di pomodoro\', \'Mozzarella\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Latte intero\', \'Farina 00\', \'Burro\', \'Sale fino\', \'Pepe nero\', \'Noce moscata\', \'Uova\']', 'description': '""Rustici leccesi"" is a dish that features Pasta Sfoglia, a type of Italian pastry, slathered with a sauce made from tomatoes and olive oil, and topped with mozzarella cheese. The pastry is usually sprinkled with a touch of salt and pepper, and sometimes lightly brushed with milk before baking. The dough for the pastry is made from flour, butter, eggs, and a pinch of salt. A hint of nutmeg adds a subtle depth of flavor to the dish.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Vegetarian']""}"
461,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Fritto misto di pesce ### Output:{'ingredients': ""['Gamberetti', 'Acciughe (alici)', 'Triglie', 'Merluzzetti', 'Cepole', 'Calamari', 'Semola', 'Sale fino', 'Olio di semi']"", 'description': '""Fritto Misto di Pesce"" is a dish that features a variety of seafood delicately fried to golden perfection. The dish includes an assortment of delectable morsels such as shrimp, anchovies, red mullet, whiting, gurnard, squid, semolina, fine salt, and vegetable oil. This Italian classic showcases the freshness of the sea, providing a symphony of flavors and textures in every bite.', 'allergen': ""['Crustaceans', 'Fish', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell']"", 'Additional_information': ""['Spicy', 'Vegan', 'Gluten free', 'Vegetarian']""}"
462,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Focaccia con pomodorini e origano ### Output:{'ingredients': '[\'Farina 00\', \'Farina Manitoba\', \'Acqua\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Miele\', \'Lievito di birra secco\', \'Pomodorini ciliegino\', ""Olio extravergine d\'oliva"", \'Origano\', \'Sale grosso\']', 'description': 'The dish ""Focaccia con pomodorini e origano"" is a type of Italian flatbread made using a combination of ""Farina 00"" and ""Farina Manitoba"" flours, water, extra virgin olive oil, fine salt, honey, and dry yeast. It is topped with cherry tomatoes, more extra virgin olive oil, oregano, and coarse salt.', 'allergen': ""['Cereals']"", 'Additional_information': ""['Vegetarian']""}"
463,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Strudel di mele con pasta sfoglia ### Output:{'ingredients': ""['Pasta Sfoglia', 'Mele', 'Uvetta', 'Pangrattato', 'Zucchero di canna', 'Burro', 'Succo di limone', 'Cannella in polvere', 'Pinoli', 'Tuorli', 'Latte intero', 'Zucchero a velo']"", 'description': '""Strudel di mele con pasta sfoglia"" is a dessert recipe featuring a puff pastry crust filled with apples, raisins, breadcrumbs, brown sugar, butter, lemon juice, powdered cinnamon, pine nuts, egg yolks, whole milk, and powdered sugar.', 'allergen': ""['Cereals', 'Egg', 'Latte', 'Nuts']"", 'Additional_information': ""['Vegetarian']""}"
464,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Bastoncini di pasta sfoglia al formaggio ### Output:{'ingredients': ""['Pasta Sfoglia', 'Semi di papavero', 'Semi di papavero', 'Grana Padano DOP', 'Uova', 'Paprika', 'Sale fino', 'Latte intero']"", 'description': '""Bastoncini di pasta sfoglia al formaggio"" are delightful pastries made with puff pastry, poppy seeds, grana padano DOP cheese, eggs, paprika, and fine salt, enhanced with a touch of whole milk.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell']"", 'Additional_information': ""['Vegetarian']""}"
465,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Pasta al forno bianca ### Output:{'ingredients': '[\'Fusilli\', \'Zucchine\', \'Prosciutto cotto\', \'Pisellini\', \'Parmigiano Reggiano DOP\', \'Aglio\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Pepe nero\', \'Latte intero\', \'Ricotta vaccina\', \'Farina 00\', \'Burro\', \'Noce moscata\', \'Sale fino\']', 'description': '""Pasta al forno bianca"" is a baked pasta dish featuring fusilli pasta, zucchini, cooked ham, petite peas, and Parmigiano-Reggiano cheese. The recipe also includes garlic, extra virgin olive oil, fine salt, black pepper, whole milk, ricotta cheese, all-purpose flour, butter, and nutmeg.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Vegetarian']""}"
466,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Risotto mele e speck ### Output:{'ingredients': ""['Riso Carnaroli', 'Mele Golden', 'Speck', 'Scalogno', 'Brodo vegetale', 'Vino bianco secco', 'Burro', 'Parmigiano Reggiano DOP', 'Pepe nero', 'Limoni', 'Rosmarino']"", 'description': 'Risotto mele e speck is a delightful Italian dish made with Carnaroli rice, sweet Golden apples, and smoky Speck ham. It also features sautéed shallots, vegetable broth, dry white wine, butter, Parmigiano-Reggiano cheese, black pepper, lemon, and rosemary. The apples and Speck are artfully combined to create a savory and slightly sweet flavor profile, making this risotto a unique and memorable dish.', 'allergen': ""['Cereals']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
467,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Crescentine o tigelle ### Output:{'ingredients': '[\'Farina 0\', \'Farina 00\', \'Latte intero\', \'Acqua\', \'Strutto\', ""Olio extravergine d\'oliva"", \'Lievito di birra secco\', \'Sale fino\']', 'description': '""Crescentine o tigelle"" is a traditional Italian dish made from a combination of two types of flour, whole milk, water, lard, extra virgin olive oil, dry yeast, and fine salt. The dish is known for its soft and fluffy texture, and is often enjoyed as a snack or appetizer, filled with various savory ingredients such as cured meats and cheeses.', 'allergen': ""['Cereals', 'Latte', 'Sulfur dioxide and sulphites', 'Shell']"", 'Additional_information': ""['Vegetarian']""}"
468,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Baccalà in umido ### Output:{'ingredients': '[\'Baccalà dissalato\', \'Cipolle dorate\', \'Farina 00\', \'Passata di pomodoro\', ""Olio extravergine d\'oliva"", \'Capperi sotto sale\', \'Olive taggiasche\', \'Origano\', \'Vino bianco\', \'Pepe nero\', \'Sale fino\', \'Prezzemolo\']', 'description': '""Baccalà in umido"" is a dish made from salted cod that has been desalinated. The cod is cooked in a sauce of golden onions, tomato passata, and extra virgin olive oil. The sauce is flavored with capers, Taggiasche olives, oregano, and white wine, and seasoned with freshly ground black pepper, fine salt, and chopped parsley. The cod simmers in the sauce until it becomes tender and infused with the flavors of the sauce.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': '[]'}"
469,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Branzino al forno ### Output:{'ingredients': '[\'Branzino (spigola)\', \'Cipolle\', \'Carote\', \'Sedano\', \'Aglio\', \'Alloro\', \'Pomodorini ciliegino\', \'Prezzemolo\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Pepe nero\', \'Basilico\']', 'description': '""Branzino al forno"" is an oven-baked Branzino (European Seabass) dish, featuring a medley of fresh vegetables including onions, carrots, celery, garlic, cherry tomatoes, and herbs such as bay leaves, parsley, and basil. The recipe also includes extra virgin olive oil, fine salt, black pepper, and possibly a splash of white wine for added depth of flavor.', 'allergen': ""['Fish']"", 'Additional_information': ""['Gluten free']""}"
470,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Polpette di ceci ### Output:{'ingredients': '[\'Ceci secchi\', \'Scalogno\', \'Senape\', \'Timo\', \'Rosmarino\', \'Uova\', ""Olio extravergine d\'oliva"", \'Scamorza (provola)\', \'Sale fino\', \'Pepe nero\', \'Uova\', \'Latte intero\', \'Pangrattato\', \'Sale fino\', \'Olio di semi di arachide\']', 'description': 'Polpette di Ceci are delicious chickpea meatballs, featuring a medley of flavors and textures. The dish is a culinary delight that combines the earthy taste of chickpeas with the pungent aroma of scallions, mustard, thyme, and rosemary. Creamy scamorza cheese lends a delightful richness, while eggs, breadcrumbs, and a touch of milk help bind everything together. A light seasoning of salt and black pepper adds the perfect finishing touch. Sure to please any palate, this dish offers a delightful twist on traditional meatballs.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
