,Text
356,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The tourist', 'Personas': {'Age': '18-65', 'Behaviors': 'tourist'}} ### Output:👩‍💻🍝 Scopri aiGoT SRL, la tua prossima azienda informatica preferita a Pisa! Situati in Via Guglielmo Oberdan, 14, siamo pronti a offrirti soluzioni di alta qualità per le tue esigenze digitali. 

🍕🧀 Hai appetito per la tecnologia come per la nostra Super pizza o la pasta alla norma?

📞 Contattaci al 050 098 5159, oppure visita il nostro sito web https://ristorantesetteboschi.com per scoprire di più su ciò che possiamo fare per te. 

Mettiamo passione nella tecnologia, come in un piatto di pasta! È ora di passare al livello successivo con aiGoT! #tecnologiaaltrattoria 🍴💻
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
357,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:📍Cerca qualcosa di nuovo a Pisa? 🤔 Scopri Azienda informatica aiGoT SRL, la fusione unica tra la tecnologia e l'innovazione! 🖥️🚀 Situata in Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia. 

👨‍💻 A pranzo o a cena, non puoi perderne i piatti iconici come la ""Super Pizza"" e la classica ""Pasta ai Fagioli"". Amiamo i clienti che apprezzano l'eccellenza tecnologica con una buona dose di autenticità italiana. 🍕🍝 

☎️ Per info e prenotazioni chiama 050 098 5159. Oppure visita il nostro sito web 🌐https://ristorantesetteboschi.com

Unisciti a noi per un'esperienza unica! 💼🎉
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
358,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The tourist', 'Personas': {'Age': '18-65', 'Behaviors': 'tourist'}} ### Output:📍Cerca qualcosa di nuovo a Pisa? 🤔 Scopri Azienda informatica aiGoT SRL, la fusione unica tra la tecnologia e l'innovazione! 🖥️🚀 Situata in Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia. 

👨‍💻 A pranzo o a cena, non puoi perderne i piatti iconici come la ""Super Pizza"" e la classica ""Pasta ai Fagioli"". Amiamo i clienti che apprezzano l'eccellenza tecnologica con una buona dose di autenticità italiana. 🍕🍝 

☎️ Per info e prenotazioni chiama 050 098 5159. Oppure visita il nostro sito web 🌐https://ristorantesetteboschi.com

Unisciti a noi per un'esperienza unica! 💼🎉
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
359,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Ideal customer', 'Personas': {'Age': '18-65', 'Type': 'Other', 'FacebookInterests': ['Restaurants ,Quick casual restaurants ,Subway (ristorante)']}} ### Output:👨‍💻 Sei un appassionato di tecnologia e buon cibo? AiGoT SRL, la rinomata azienda informatica di Pisa, è il luogo ideale per te! 💼

🍝 Sorseggia il tuo COCA COLA preferito mentre realizzi il tuo progetto o semplicemente mentre assaggi la nostra squisita Pasta ai fagioli o la nostra Super pizza. 🍕

🔍 Ci trovi in Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia. Un ambiente di lavoro stimolante e un menù strepitoso ti aspettano. 📍

📞 Contattaci al 050 098 5159 per maggiori informazioni o visita https://ristorantesetteboschi.com. Non vediamo l'ora di averti con noi! 🙏

AiGoT SRL, dove la tecnologia incontra il sapore. 🤝🍽️
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
360,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:👨‍💻 Sei un appassionato di tecnologia e buon cibo? AiGoT SRL, la rinomata azienda informatica di Pisa, è il luogo ideale per te! 💼

🍝 Sorseggia il tuo COCA COLA preferito mentre realizzi il tuo progetto o semplicemente mentre assaggi la nostra squisita Pasta ai fagioli o la nostra Super pizza. 🍕

🔍 Ci trovi in Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia. Un ambiente di lavoro stimolante e un menù strepitoso ti aspettano. 📍

📞 Contattaci al 050 098 5159 per maggiori informazioni o visita https://ristorantesetteboschi.com. Non vediamo l'ora di averti con noi! 🙏

AiGoT SRL, dove la tecnologia incontra il sapore. 🤝🍽️
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
361,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The tourist', 'Personas': {'Age': '18-65', 'Behaviors': 'tourist'}} ### Output:👨‍💻 Sei un appassionato di tecnologia e buon cibo? AiGoT SRL, la rinomata azienda informatica di Pisa, è il luogo ideale per te! 💼

🍝 Sorseggia il tuo COCA COLA preferito mentre realizzi il tuo progetto o semplicemente mentre assaggi la nostra squisita Pasta ai fagioli o la nostra Super pizza. 🍕

🔍 Ci trovi in Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia. Un ambiente di lavoro stimolante e un menù strepitoso ti aspettano. 📍

📞 Contattaci al 050 098 5159 per maggiori informazioni o visita https://ristorantesetteboschi.com. Non vediamo l'ora di averti con noi! 🙏

AiGoT SRL, dove la tecnologia incontra il sapore. 🤝🍽️
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
362,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:👋 Ehi! Stai cercando un'esperienza informatica unica? Approfitta dei servizi di alta qualità offerti da Azienda informatica aiGoT SRL 🚀 Situati in Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia. 

🍝 Se fossimo un ristorante, la nostra Pasta ai fagioli e la Super pizza sarebbero le specialità della casa, perché come loro, uniamo ingredienti tradizionali con uno stile unico e innovativo! 🍕 

🔔 Contattaci al 050 098 5159 o visita il nostro sito web https://ristorantesetteboschi.com per scoprire di più! Con Azienda informatica aiGoT, sei sempre in buone mani! 💎👍
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
363,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The tourist', 'Personas': {'Age': '18-65', 'Behaviors': 'tourist'}} ### Output:👋 Ehi! Stai cercando un'esperienza informatica unica? Approfitta dei servizi di alta qualità offerti da Azienda informatica aiGoT SRL 🚀 Situati in Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia. 

🍝 Se fossimo un ristorante, la nostra Pasta ai fagioli e la Super pizza sarebbero le specialità della casa, perché come loro, uniamo ingredienti tradizionali con uno stile unico e innovativo! 🍕 

🔔 Contattaci al 050 098 5159 o visita il nostro sito web https://ristorantesetteboschi.com per scoprire di più! Con Azienda informatica aiGoT, sei sempre in buone mani! 💎👍
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
364,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The Newlyweds', 'Personas': {'Age': '18-65', 'DemographicData': 'Newlyweds (1 month, 3 months, 6 months)'}} ### Output:🌟🍰 Nuovo ristorante aiGoT SRL: 💒 Un luogo perfetto per festeggiare i tuoi momenti speciali! Venite tutti appena possibile per esplorare i piatti deliziosi e la varietà di vini eccezionali 🥂 Offriamo anche uno sconto speciale 🤩 a tutti gli sposi recenti! 🤵🏻👰🏼Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
365,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The Anniversaries', 'Personas': {'Age': '18-65', 'DemographicData': 'Anniversary within 31-60 days'}} ### Output:🌟🍰 Nuovo ristorante aiGoT SRL: 💒 Un luogo perfetto per festeggiare i tuoi momenti speciali! Venite tutti appena possibile per esplorare i piatti deliziosi e la varietà di vini eccezionali 🥂 Offriamo anche uno sconto speciale 🤩 a tutti gli sposi recenti! 🤵🏻👰🏼Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
